teks_klaim,is_claim,source,category
"Pada tanggal 28 Juli 2020, Presiden Amerika Serikat Donald Trump menyesalkan bahwa dokter Anthony Fauci dan Deborah Birx terkenal karena respons mereka terhadap virus corona, tetapi """"tidak ada yang menyukai saya.""",true,medora,DIAGNOSIS
"Untuk Mengobati Depresi, Cobalah Terapis Digital",true,medora,TREATMENT
Johnson & Johnson telah menghilangkan formaldehida dari produk bayi seperti sampo No More Tears.,true,medora,MATERNAL_CHILD
"Di North Carolina, mereka menggunakan uang stimulus untuk mempekerjakan seorang pegawai negeri baru. Tugasnya, mengajukan lebih banyak dana stimulus dari para pembayar pajak melalui pemerintah federal.",true,medora,OTHER
"""Kandidat presiden dari Partai Republik Donald Trump meninggal karena"" ""serangan jantung yang hebat"".",true,medora,OTHER
"Akira' adalah film tahun 1988 tentang peristiwa apokaliptik yang terjadi beberapa bulan sebelum Olimpiade Tokyo 2020, menunjukkan (Organisasi Kesehatan Dunia) menyarankan Jepang untuk menunda Olimpiade karena risiko pandemi",true,medora,RISK
"""Saya membantu menulis"""" Undang-Undang Perawatan Terjangkau.""",true,medora,OTHER
AS mengizinkan penjualan rokok dengan nikotin 95% lebih sedikit.,true,medora,NUTRITION
Presiden Trump menandatangani Perintah Eksekutif yang melarang vaksinasi anak selama 90 hari.,true,medora,PREVENTION
Daging mati: Industri menghadapi 'kehancuran' jika lambat beradaptasi terhadap perubahan iklim.,true,medora,OTHER
Produk kebersihan feminin dikenakan pajak penjualan di sebagian besar negara bagian.,true,medora,OTHER
Ketika cahaya mematikan: Masyarakat Maroko berjuang melawan kelainan kulit.,true,medora,DIAGNOSIS
"Kota New York dapat membayar untuk menampung populasi tunawisma di kamar hotel yang saat ini masih kosong, namun Walikota Bill de Blasio “sampai saat ini benar-benar menolak melakukan hal tersebut.”",true,medora,OTHER
Narkoba 'Molly' menimbulkan dampak buruk di Amerika Serikat.,true,medora,OTHER
Para pemerhati lingkungan dan pejabat negara tidak sepakat mengenai batasan racun.,true,medora,OTHER
Mencampur krim tartar dengan jus jeruk akan menghilangkan nikotin dari tubuh Anda dan membantu Anda berhenti merokok lebih cepat.,true,medora,LIFESTYLE
Penemu mengatakan kateter jantung baru akan menyelamatkan nyawa,true,medora,OTHER
Italia menemukan bahwa Covid-19 sebenarnya adalah koagulasi intravaskular diseminata (trombosis).,true,medora,OTHER
"Dokter, perawat meninggalkan rumah untuk melindungi keluarga dari virus.",true,medora,DIAGNOSIS
Obat dapat membantu penderita hipokondria,true,medora,TREATMENT
Anda punya laporan medis tentang saya yang memenuhi standar yang sama dengan Mitt Romney dan Barack Obama.,true,medora,OTHER
Seorang pria di Florida memotong alat kelaminnya sendiri dan memberikannya kepada seekor buaya saat sedang mabuk metamfetamin.,true,medora,OTHER
New Jersey mungkin negara bagian pertama yang melarang merokok di pantai dan taman.,true,medora,LIFESTYLE
Ratusan makalah yang diterbitkan pada tahun 2017 membuktikan bahwa pemanasan global hanyalah mitos.,true,medora,MYTH
"""Dua video menunjukkan""""migran Muslim"""" dan """"gerombolan Muslim"""" menyerang orang.""",true,medora,OTHER
"“Saya telah mengesahkan lebih banyak rancangan undang-undang dibandingkan Senator Larson, karena… dia belum meloloskan satu pun.”",true,medora,OTHER
Sebuah studi baru mengklaim pemeriksaan kanker prostat secara signifikan mengurangi kematian. Tidak semua orang setuju,true,medora,DIAGNOSIS
"""Donald Trump Mengatakan bahwa ketika Michelle Fields """" mengetahui bahwa ada kamera keamanan, dan mereka merekamnya, tiba-tiba cerita itu berubah.""",true,medora,OTHER
Pemberian Herceptin dalam waktu singkat menjanjikan pengobatan kanker payudara,true,medora,TREATMENT
Rumah sakit Rumania mengatakan 39 bayi kini didiagnosis mengidap bakteri super.,true,medora,DIAGNOSIS
Lebih banyak tanda bahwa skrining kanker paru-paru dapat menyelamatkan nyawa,true,medora,OTHER
Muslim menyerang pelayan Denny's karena menyajikan bacon selama bulan suci Ramadhan.,true,medora,OTHER
Seorang gadis berusia 12 tahun menyiarkan langsung bunuh dirinya dengan cara digantung.,true,medora,OTHER
Terapi hormon aman pada menopause dini: peneliti.,true,medora,TREATMENT
Darurat kesehatan masyarakat diumumkan atas wabah Hepatitis A.,true,medora,OTHER
"Karena semakin sedikit manusia yang perlu ditakuti, flamingo berbondong-bondong ke laguna Albania.",true,medora,OTHER
2 Studi Kembali Pedoman Penggunaan Statin yang Lebih Luas,true,medora,OTHER
"Berdasarkan Undang-Undang Perawatan Terjangkau, siapa pun di Medicare yang dirawat di rumah sakit untuk observasi akan bertanggung jawab atas tagihan tersebut. Medicare tidak akan membayar satu sen pun.",true,medora,DIAGNOSIS
"Anggota Kongres Trey Gowdy ditemukan dipukuli parah dan berlumuran darah setelah diseret dari kantor kongresnya di Washington, D.C., pada bulan Juni 2017 — dan polisi sedang mencari penyerangnya.",true,medora,OTHER
ISIS bergerak melalui perbatasan yang rentan terhadap kebijakan Barack Obama.,true,medora,OTHER
"Dalam RUU layanan kesehatan, kami sekarang menawarkan asuransi untuk anjing.",true,medora,OTHER
Obat gagal jantung meringankan gejala,true,medora,DIAGNOSIS
“Parlemen Italia Menyerukan Penangkapan Bill Gates”,true,medora,OTHER
Alat pelacak bra Victoria's Secret adalah bagian dari konspirasi perdagangan seks.,true,medora,OTHER
Gugatan federal menargetkan sistem asuh West Virginia.,true,medora,OTHER
Presiden Donald Trump “akan menerapkan apa yang disebut tindakan Stafford” dan “memerintahkan karantina wajib selama dua minggu bagi negara tersebut.”,true,medora,OTHER
"Di Wisconsin, stimulus tersebut digunakan untuk membangun jembatan ke sebuah bar bernama Rusty's Backwater Saloon. Mereka punya burger enak, tapi tidak ada pekerjaan baru.",true,medora,NUTRITION
Hillary Clinton bersumpah bahwa dia akan menutup NRA dan melarang penggunaan senjata jika dia terpilih sebagai Presiden.,true,medora,OTHER
Pengadilan banding AS mengizinkan pembatasan aborsi di Texas di tengah pandemi.,true,medora,NUTRITION
Sudan Selatan yang lemah akibat perang berupaya bersiap menghadapi Ebola.,true,medora,OTHER
Tentang gugus tugas bipartisan tentang cara-cara memperbaiki kebijakan fiskal.,true,medora,OTHER
George Soros ditangkap di Swiss pada Februari 2019.,true,medora,OTHER
Apakah Anda akan terkena serangan jantung? Tes-tes ini mungkin bisa menjelaskannya,true,medora,OTHER
"""Robert De Niro terkait dengan """"jaringan prostitusi yang memanfaatkan anak-anak.""",true,medora,MATERNAL_CHILD
“Obat baru yang berbahaya yang dikenal sebagai “kematian abu-abu” dapat membunuh melalui kontak udara dan kulit.”,true,medora,TREATMENT
Gayanya berbeda-beda tetapi presiden AS menjadikan kebugaran sebagai prioritas.,true,medora,OTHER
Badak putih langka dirawat karena penyakit misterius di California.,true,medora,DIAGNOSIS
Lebih dari seperempat generasi muda Amerika terlalu gemuk untuk bertugas di militer AS,true,medora,OTHER
"Melawan kelelahan dan troll, Fauci mengatakan dia baik-baik saja.",true,medora,OTHER
Sebuah penelitian terbaru mengungkapkan bahwa sepertiga dokter anak menolak merekomendasikan vaksin HPV Gardasil kepada pasien.,true,medora,PREVENTION
"Uji coba jaringan seluler 5G menjadi penyebab kematian burung yang tidak dapat dijelaskan yang terjadi di sebuah taman di Den Haag, Belanda.",true,medora,NUTRITION
"""Pemodal George Soros memiliki laboratorium di Wuhan, Tiongkok, tempat penyakit virus corona COVID-19 """"berkembang.""",true,medora,DIAGNOSIS
Konsentrasi polusi udara mencapai tingkat tinggi di kota-kota pesisir.,true,medora,OTHER
"Sebelum Memulai Statin, Bicarakan Dengan Dokter Anda",true,medora,OTHER
Pustakawan yang menghadapi tugas-tugas baru mengatakan krisis tidak ada dalam daftar mereka.,true,medora,OTHER
Para ilmuwan menggunakan kornea sintetis untuk memulihkan penglihatan,true,medora,OTHER
Program kesehatan di tempat kerja PepsiCo gagal mencapai tujuannya: belajar.,true,medora,OTHER
Sebuah video memperlihatkan seekor laba-laba besar yang bertahan hidup di dalam pisang hingga keluar dari kulitnya dengan kekuatannya sendiri.,true,medora,NUTRITION
"Pria bandeng, Hering mencapai persetujuan pembelaan atas penikaman ayahnya.",true,medora,OTHER
Pengencer Darah Juga Dapat Melindungi Otak Pasien A-Fib,true,medora,PREVENTION
"Letnan Gubernur Texas Dan Patrick mengatakan pembatasan jarak sosial COVID-19 harus dilonggarkan karena """"ada hal yang lebih penting daripada kehidupan.""",true,medora,OTHER
Orang yang digigit kelelawar gila di daerah Breitenbush.,true,medora,OTHER
Mengapa Memburu Vaksin COVID-19 pada Bulan November Bisa Berbahaya,true,medora,PREVENTION
Suatu bentuk tuberkulosis yang dijuluki “flu darah Meksiko” dibawa ke AS oleh para imigran yang melintasi perbatasan Selatan.,true,medora,OTHER
“Jalur North Carolina & Virginia State ditutup. Tidak ada yang masuk atau keluar.,true,medora,OTHER
Tentang dukungan untuk pernikahan sesama jenis,true,medora,OTHER
Nigeria melaporkan rekor kasus demam Lassa yang tinggi dengan 317 kasus.,true,medora,OTHER
"""Joseph Levy mengatakan pekerja di dalam ruangan mendapatkan """"lebih sedikit sinar UV dibandingkan pekerja di luar ruangan, namun mereka terkena lebih banyak melanoma.""",true,medora,OTHER
The cutting edge: Perjalanan Menakjubkan di Dalam Otak,true,medora,OTHER
Film Pembantaian Texas Chainsaw didasarkan pada kisah nyata.,true,medora,OTHER
Olivia Newton-John didiagnosis menderita kanker untuk ketiga kalinya.,true,medora,DIAGNOSIS
Melatonin mengurangi tekanan darah dan mengatur ritme sirkadian yang terganggu pada orang tua,true,medora,OTHER
Majalah Parents edisi April 2005 menampilkan penempatan sampul yang kurang menguntungkan.,true,medora,OTHER
“Uang yang diambil oleh Clinton Foundation dari pemerintah asing ketika Hillary Clinton menjabat Menteri Luar Negeri “”jelas ilegal. … Konstitusi mengatakan Anda tidak boleh mengambil uang ini.”,true,medora,OTHER
Trump menyarankan agar para atlet muda bermain untuk menang dan mendapatkan kehidupan yang baik.,true,medora,OTHER
Flu tidak membunuh satu pun orang Amerika tahun ini.,true,medora,OTHER
Tes kanker usus besar yang baru membuat skrining lebih mudah,true,medora,OTHER
"Badai Dorian berputar menuju Florida yang cemas, membawa angin berkecepatan 140 mph.",true,medora,MENTAL_HEALTH
"Jeruk mandarin Halos Cuties ditanam di California menggunakan air limbah beracun dari kilang minyak, menurut laporan viral.",true,medora,OTHER
Penularan penyakit cacing Guinea terhenti di Sudan Selatan.,true,medora,DIAGNOSIS
"Partai Republik Florida Mengatakan Charlie Crist mendukung ""pengurangan program Medicare Advantage"".",true,medora,OTHER
Perawatan Kolesterol Tebu Salah,true,medora,OTHER
Larangan kantong plastik di Mexico City membawa penduduk kembali ke masa lalu.,true,medora,OTHER
Statistik menunjukkan bahwa setiap kali suatu negara membuat undang-undang aborsi yang lebih ketat... angka kematian meningkat dan aborsi justru meningkat.,true,medora,OTHER
Kelompok-kelompok menuntut undang-undang aborsi Alabama; hakim memblokir larangan Mississippi.,true,medora,OTHER
"Surat pada bulan Juli 2020 yang konon dikirim oleh Ohio State Bar Association (OSBA) akurat dalam menyatakan bahwa pengecer atau produsen mana pun – termasuk yang beroperasi dari rumah – dapat dituntut karena menjual atau membuat masker wajah pelindung COVID-19 yang tidak disetujui secara medis, cacat, atau tanpa label yang tepat.",true,medora,OTHER
Minnesota melaporkan kematian akibat flu ke-8 musim ini.,true,medora,OTHER
Makan buaya di New Orleans akan membantu menyelamatkan lahan basah Louisiana.,true,medora,NUTRITION
Kapal pesiar Scientology menghadapi karantina baru di pelabuhan asal di Curacao.,true,medora,OTHER
"Walikota Perancis melarang obat pembasmi rumput liar glifosat, dan hal ini bertentangan dengan pemerintah.",true,medora,TREATMENT
"Kurkumin Meningkatkan Daya Ingat dan Suasana Hati, Studi Baru UCLA Berkata",true,medora,OTHER
“Inilah yang ingin dilakukan oleh Bill Gates dan George Soros… secara diam-diam memberi Anda sebuah chip sambil menguji Anda untuk virus corona… Partai Demokrat memiliki rancangan undang-undang di DPR yang siap melakukan pemungutan suara untuk mewajibkan hal ini.”,true,medora,DIAGNOSIS
"""Virus akan mati ketika suhu naik di musim semi""",true,medora,DIAGNOSIS
Seorang pria dirawat di rumah sakit pada bulan Desember 2018 setelah Apple Airpod meledak di telinganya.,true,medora,DIAGNOSIS
Pertukaran jarum suntik terbesar di AS mencoba pipa sabu gratis di Seattle.,true,medora,NUTRITION
Kelompok pangan dan pertanian organik meminta Obama untuk mewajibkan label makanan transgenik.,true,medora,NUTRITION
"Kapal feri berhenti, alarm berbunyi saat Sydney tersedak oleh asap kebakaran hutan.",true,medora,OTHER
Mengutip Dr. Denis Mukwege yang mengatakan dia mengundurkan diri dari tim tanggap virus corona Kongo karena dia diperintahkan untuk mengarang angka kasus dan kematian COVID-19.,true,medora,DIAGNOSIS
"""Ada 74"" ""penembakan di sekolah di Amerika sejak Sandy Hook.""",true,medora,OTHER
Ketua DPR Nancy Pelosi mengatakan minggu ini bahwa Partai Demokrat harus meloloskan rancangan undang-undang layanan kesehatan mereka yang buruk sehingga rakyat Amerika dapat benar-benar mengetahui apa isinya.,true,medora,OTHER
Presiden AS Barack Obama menutup pemerintahan federal pada tahun 2013 untuk memaksa pengesahan undang-undang Obamacare yang dipimpinnya.,true,medora,OTHER
Terapi gagal jantung dua kali lebih efektif pada wanita,true,medora,TREATMENT
"Dan Patrick Berkata untuk virus corona, “tingkat kematian di Texas, per kapita 29 juta orang, adalah salah satu yang terendah di negara ini.",true,medora,DIAGNOSIS
"Pada bulan Juli 2010 pemerintah mengatakan usaha kecil – 60 persen – akan kehilangan layanan kesehatan, 45 persen usaha besar dan sebagian besar kesehatan individu.",true,medora,OTHER
"Masih belum ada kaitan antara vaksin autisme dan vaksin, kata pejabat kesehatan.",true,medora,PREVENTION
Babysitter Nora Jackson ditangkap di Florida karena mengikat bayi ke kipas angin langit-langit selama 26 jam.,true,medora,MATERNAL_CHILD
Penjelasan: Pembawa virus corona yang tidak menunjukkan gejala di Tiongkok meningkatkan kekhawatiran akan gelombang infeksi baru.,true,medora,DIAGNOSIS
"Pentagon mengincar Chicago, Michigan, Florida, Louisiana saat virus corona menyebar.",true,medora,DIAGNOSIS
Studi: Undang-undang California mencabut vaksinasi di daerah ‘berisiko tinggi’.,true,medora,RISK
FDA menyetujui pengobatan kombinasi baru untuk leukemia myeloid akut,true,medora,TREATMENT
Individu transgender di AS memiliki peluang 1 dari 12 untuk dibunuh.,true,medora,OTHER
Studi: Banyak daging merah meningkatkan risiko kematian,true,medora,RISK
Peneliti Mount Sinai mengidentifikasi praktik terbaik untuk pelestarian pendengaran dengan implan koklea,true,medora,OTHER
"""Sebelum tahun 2005, """"persentase siswa"""" sekolah menengah Texas """" yang memenuhi standar kesiapan perguruan tinggi dari Badan Koordinasi Pendidikan Tinggi Texas mencapai 28% dalam bahasa Inggris dan 42% dalam matematika. Angka tersebut mencapai 65% dan 66% pada tahun 2013.""",true,medora,OTHER
Kami tahu cara menghentikan AIDS: membujuk laki-laki untuk tidak berhubungan seks dengan laki-laki.,true,medora,OTHER
Anda bisa membeli lobster dengan kupon makanan.,true,medora,NUTRITION
"""Dick Cheney Mengatakan Saddam Hussein"" ""memiliki hubungan 10 tahun dengan al-Qaeda.""",true,medora,OTHER
"CT scan khusus mengurangi kematian akibat kanker paru-paru dalam penelitian besar, namun masih ada pertanyaan mengenai skrining",true,medora,OTHER
Sebuah penelitian menemukan bahwa janggut pria dipenuhi dengan mikroba tinja.,true,medora,NUTRITION
Ahli bedah Afghanistan mendapat penghasilan dari orang kaya untuk membantu membiayai pengobatan orang miskin.,true,medora,TREATMENT
Tanggal Hari Bumi dipilih pada tanggal 22 April oleh Pembunuh Unicorn bertepatan dengan hari ulang tahun Vladimir Lenin.,true,medora,OTHER
Postingan media sosial memperingatkan pemilik anjing untuk tidak memberikan makanan anjing merek Canine Carry Outs kepada anjingnya karena bahan antibeku yang disebut propilen glikol tercantum dalam bahan-bahannya dan akan meracuni hewan peliharaan mereka.,true,medora,NUTRITION
"Seorang penjaga kebun binatang di Paderborn, Jerman, terbunuh ketika seekor gajah buang air besar di tubuhnya.",true,medora,OTHER
Sebuah foto menunjukkan Presiden Trump sedang melakukan tur dengan pesawat chemtrail.,true,medora,NUTRITION
Tidak akan ada pendanaan publik untuk aborsi dalam undang-undang ini.,true,medora,OTHER
Tes prostat bisa lebih akurat,true,medora,OTHER
McDonald's meringis atas gugatan Happy Meal.,true,medora,OTHER
Data Awal dari Penelitian Menunjukkan Akurasi 94% dalam Mendeteksi Kanker Prostat Agresif,true,medora,DIAGNOSIS
"Kekurangan EpiPen terlihat di Kanada, Inggris, tetapi pasokan di AS masih utuh.",true,medora,OTHER
Kemenangan Senat NY membuat Partai Demokrat mengunci Albany. Jadi sekarang bagaimana?.,true,medora,OTHER
Pemerintah AS telah mengumumkan rencana awal mereka untuk memaksakan pemberian vaksin kepada semua orang; tiga vaksin potensial saat ini sedang dalam uji coba Tahap 3 di AS dan mungkin siap dalam beberapa minggu,true,medora,PREVENTION
Cara Anda berbicara sekarang dibentuk oleh apa yang nenek moyang Anda makan.,true,medora,NUTRITION
Epidemi virus corona 'terkendali' di Norwegia: menteri kesehatan.,true,medora,DIAGNOSIS
Undang-undang keamanan pangan baru akan mengatur berkebun di halaman belakang.,true,medora,OTHER
Pecinta minyak zaitun menunjukkan risiko stroke yang lebih rendah,true,medora,RISK
"""5G membantu penyebaran SARS-CoV-2""",true,medora,OTHER
Identifikasi Strategi untuk Mengurangi Penyebaran COVID-19,true,medora,OTHER
Masyarakat Mozambik berdoa kepada Tuhan ketika angka kematian akibat topan meningkat.,true,medora,OTHER
"""Adik seorang teman """"meninggal karena Obamacare"""" karena Blue Shield """"baru saja keluar dari California.""",true,medora,OTHER
Sebuah penelitian tahun 2007 menunjukkan pembakaran sage membunuh 94% bakteri.,true,medora,DIAGNOSIS
"Deputi Scott Wood ditembak oleh perampok toko serba ada berkulit hitam, dan insiden tersebut tidak diberitakan secara luas di media nasional.",true,medora,OTHER
Terapi gen membantu anak laki-laki yang menderita penyakit 'Minyak Lorenzo',true,medora,DIAGNOSIS
Hillary Clinton mengatakan dalam pidatonya bahwa umat Kristen di Amerika harus menyangkal iman mereka terhadap agama Kristen.,true,medora,OTHER
"""Dilihat dari pemungutan suara baru-baru ini, Rep. Debbie Wasserman Schultz """" berpendapat tidak apa-apa bagi pasien mariyuana medis untuk dimasukkan ke penjara federal.""",true,medora,OTHER
"Dicari: 1 juta orang untuk mempelajari gen, kebiasaan dan kesehatan.",true,medora,LIFESTYLE
"""Kebijakan Iowa """" mengatur penangkapan warga Iowa yang mungkin terkena virus flu babi di negara bagian tersebut.""",true,medora,DIAGNOSIS
Perkebunan ganja medis berkembang pesat di Chili yang konservatif.,true,medora,OTHER
Menemukan Obat yang Tepat: Tes Gen Dapat Membantu Mengobati Depresi,true,medora,TREATMENT
"""Siswa perempuan di UVA """"memiliki peluang 20 persen untuk mengalami pelecehan seksual.""",true,medora,OTHER
"Lebih banyak perempuan di negara-negara miskin menggunakan kontrasepsi, kata laporan.",true,medora,OTHER
Mengapa kita memakai masker untuk COVID-19 padahal kita tidak memakai masker untuk flu dan TBC yang juga membunuh banyak orang?,true,medora,OTHER
"Ketika Ebola mengancam kota-kota besar, kebutuhan stok vaksin meningkat.",true,medora,PREVENTION
Coca-Cola menjadi minuman berkarbonasi ketika seorang pembuat soda secara tidak sengaja mencampurkan sirup Coca-Cola dengan air soda.,true,medora,OTHER
Ilmuwan Barat dan Lawson mengembangkan tes darah yang mengubah permainan untuk gegar otak,true,medora,OTHER
"Produk Jerawat HSRx Group Mengungguli Pemimpin Pasar dalam Uji Klinis; Menunjukkan Pengurangan Jumlah, Kemerahan & Keparahan Jerawat yang Lebih Cepat",true,medora,OTHER
Keystone berarti membuka kunci pasir tar Kanada.,true,medora,OTHER
Perawatan manipulatif osteopati meningkatkan hasil pada pasien pneumonia lanjut usia,true,medora,OTHER
J&J menjadi produsen obat pertama yang menambahkan harga pada iklan televisi.,true,medora,TREATMENT
Kehidupan – sekarang dalam ‘suara surround’: Mantan Miss America memiliki implan kedua untuk membantu pendengaran,true,medora,OTHER
Penggunaan minyak canola secara biasa berbahaya bagi konsumen.,true,medora,OTHER
Ekonom AS memenangkan Nobel atas karyanya mengenai perubahan iklim dan inovasi.,true,medora,OTHER
Penduduk Berkeley akan memberikan suara pada pajak soda pada bulan November.,true,medora,OTHER
Anak King County meninggal karena flu.,true,medora,MATERNAL_CHILD
"""Sebastian Gorka Berkata Jake Tapper mengatakan Allahu Akbar adalah""""ungkapan yang indah"""" setelah serangan teroris di New York.""",true,medora,OTHER
Minuman Capriccio Bubbly Sangria terkontaminasi HIV.,true,medora,OTHER
Tes prenatal dapat mendeteksi kanker pada ibu hamil,true,medora,DIAGNOSIS
Gubernur Michigan Gretchen Whitmer melarang penjualan atau pembelian bendera Amerika selama pandemi COVID-19.,true,medora,OTHER
Tahun Baru adalah hari di mana jumlah orang yang paling banyak meninggal akibat kecelakaan mobil.,true,medora,OTHER
Sebuah “kapal hantu” yang ditinggalkan dan penuh dengan tikus yang terinfeksi Ebola akan mendarat di Florida.,true,medora,DIAGNOSIS
Rumah sakit mengalami peningkatan tajam dalam jumlah kelahiran sembilan bulan setelah 11 September.,true,medora,DIAGNOSIS
Laboratorium Eropa akan menerima bahan kontrol untuk mendeteksi hasil tes virus corona yang negatif palsu.,true,medora,DIAGNOSIS
Dupixent Sanofi dan Regeneron mendapat lebih banyak tanggapan positif dari FDA AS.,true,medora,OTHER
"Negara-negara bagian, militer bentrok dalam pembersihan bahan kimia beracun.",true,medora,OTHER
Pegulat Wonsettler kini menjalani terapi fisik.,true,medora,TREATMENT
Pasien jantung buatan Carmat dalam kondisi baik: rumah sakit.,true,medora,DIAGNOSIS
Chris Larson Mengatakan lonjakan kasus COVID-19 pada 22 April terkait dengan pemilu.,true,medora,OTHER
Montenegro: Puluhan orang ditahan dalam bentrokan terkait penangkapan pendeta.,true,medora,OTHER
"""Departemen Pertahanan telah merencanakan latihan komunikasi bertepatan dengan ""protes antifa"" pada 4 November 2017.""",true,medora,MATERNAL_CHILD
New Hampshire mengusulkan standar air minum yang ketat.,true,medora,OTHER
Wanita Vancouver berbagi tanda-tanda kanker ovarium dengan orang lain.,true,medora,OTHER
Pakar penerbangan bingung setelah sebuah pesawat membuang bahan bakar di atas kota.,true,medora,NUTRITION
"“Dalam 24 jam terakhir, inilah protokol penggunaan masker: Masker hanya boleh digunakan oleh petugas kesehatan, perawat, atau orang yang sakit dengan gejala seperti demam dan batuk.”",true,medora,DIAGNOSIS
Pengobatan sel CD34+ mengurangi frekuensi angina pada pasien 'tidak ada pilihan',true,medora,TREATMENT
Penelitian: Pola makan sehat mengurangi risiko Alzheimer,true,medora,NUTRITION
Pembawa acara televisi anak-anak Fred Rogers menyembunyikan masa lalu yang penuh kekerasan dan kriminal.,true,medora,MATERNAL_CHILD
rumah sakit kesehatan mental senilai $40 juta direncanakan untuk pinggiran kota Detroit.,true,medora,DIAGNOSIS
Ketujuh pasien yang dirawat karena Covid-19 di rumah sakit Safdarjung di New Delhi telah pulih.,true,medora,DIAGNOSIS
"""Tim Allen berbagi """"mutiara kebijaksanaan"""" tentang Trump tahun 2020, Chelsea Clinton, Maxine Waters, dan dugaan kematian Amerika jika presiden yang menjabat tidak terpilih kembali.""",true,medora,OTHER
"""Seseorang bisa"" ""bertahan hidup"" dengan hanya mengonsumsi kentang dan mentega saja.""",true,medora,OTHER
Badan kesehatan Indiana mendesak warga untuk menjalani tes PMS.,true,medora,OTHER
CDC Kepada Dokter: Pil Anti-HIV Bukan Peluru Ajaib Melawan Virus,true,medora,DIAGNOSIS
23 negara bagian memperluas tantangan terhadap peraturan mobil pemerintahan Trump.,true,medora,OTHER
Dokter: Otak Hernandez rusak parah karena penyakit.,true,medora,DIAGNOSIS
"Kasus kolera melonjak menjadi 138 di Beira, Mozambik setelah topan.",true,medora,OTHER
Bill Clinton diam-diam telah membunuh beberapa lusin orang yang memiliki bukti yang memberatkan dirinya.,true,medora,OTHER
"Saat ini, Tiongkok mengendalikan 80% dari semua bahan dan bahan mentah yang digunakan untuk obat resep generik kami.",true,medora,TREATMENT
"Jika masker berfungsi untuk melindungi kita dari penyakit pernapasan akibat virus seperti COVID-19 dan flu, dan kita sudah menggunakannya selama berbulan-bulan, lalu mengapa saat ini ada orang yang memerlukan vaksinasi flu?",true,medora,DIAGNOSIS
Wanita yang makan banyak serat memiliki lebih sedikit risiko kanker payudara,true,medora,NUTRITION
NRA melarang membawa senjata di konvensi nasional mereka sendiri.,true,medora,OTHER
"""Pada November 2019, koala dianggap ""punah secara fungsional"" di Australia karena kebakaran hutan yang menghancurkan habitat mereka.""",true,medora,OTHER
"Ketika City dan Fairmount Park Conservancy menginvestasikan $5 juta di Hunting Park, kejahatan turun 89 persen dalam radius setengah mil dari taman tersebut selama tiga tahun berikutnya.",true,medora,OTHER
Alaska AG mengira menekan tombol panggil pesawat menyelamatkan nyawanya.,true,medora,OTHER
Permainan ramah lingkungan: Perusahaan video game membuat janji iklim di PBB.,true,medora,OTHER
"""Ken Cuccinelli Mengatakan Terry McAuliffe adalah """"orang yang menemukan skema untuk menyewakan Kamar Tidur Lincoln.""",true,medora,MENTAL_HEALTH
Agen khusus FBI David Raynor dibunuh dengan senjata dinasnya sendiri beberapa hari sebelum dia dijadwalkan untuk bersaksi melawan Hillary Clinton.,true,medora,OTHER
Pemerintah akan membahas penanggulangan TBC pada KTT PBB.,true,medora,OTHER
"""Matthew Rosendale Berkata Senator Jon Tester"" ""percaya bahwa kita harus memiliki pendaftaran nasional sehingga masyarakat Montana harus meminta izin sebelum membeli senjata, meminta izin dari pemerintah federal.""",true,medora,DIAGNOSIS
Analisis menemukan bahwa banyak wanita dapat memperoleh manfaat dari mammogram lebih awal,true,medora,OTHER
Perawatan paliatif dapat membantu pasien kanker hidup lebih lama,true,medora,OTHER
"""Christine Blasey Ford bersaksi bahwa dia minum"" satu bir, itulah satu-satunya hal yang saya ingat """" tentang apa yang terjadi pada malam dia diduga mengalami pelecehan seksual.""",true,medora,OTHER
Pangeran William memulai kampanye kesehatan mental untuk penggemar sepak bola.,true,medora,MENTAL_HEALTH
"Efek Bypass pada Diabetes, Kanker",true,medora,OTHER
Vaksinasi Rotavirus Didesak untuk Bayi:,true,medora,DIAGNOSIS
"""Kepolisian Capitol """" bertindak lebih jauh dengan menggunakan peralatan paramiliter """" dalam menangani pengunjuk rasa yang bernyanyi di Madison""",true,medora,OTHER
Planned Parenthood menggugat undang-undang aborsi Arizona.,true,medora,OTHER
Obat Diabetes Terkait dengan Patah Tulang,true,medora,TREATMENT
"""Taylor Swift difoto bersama mantan gelandang NFL dan pengunjuk rasa"" ""berlutut"" Colin Kaepernick di klub malam San Francisco.""",true,medora,OTHER
Trump akan mengadakan hari lapangan olahraga di Gedung Putih.,true,medora,LIFESTYLE
Kupon makanan telah naik dua setengah kali lipat di bawah pemerintahan Barack Obama.,true,medora,NUTRITION
Apakah Anda mengonsumsi kalsium dan vitamin D untuk melindungi tulang Anda? Sebuah studi baru mengatakan hal itu tidak membantu,true,medora,NUTRITION
Kongo mengkonfirmasi kasus Ebola pertama di kota Goma.,true,medora,OTHER
"Implan otak sel induk dapat 'memperlambat penuaan dan memperpanjang umur', menurut penelitian",true,medora,OTHER
Lebih dari 400 kecelakaan mobil terjadi setiap tahun di Jembatan Sungai Columbia yang padat saat ini.,true,medora,OTHER
"Eksklusif: NTPC India menolak teknologi emisi asing, menutup GE, dan perusahaan lain yang menerima pesanan senilai $2 miliar.",true,medora,OTHER
Palang Merah melaporkan wabah baru demam berdarah di Yaman.,true,medora,OTHER
