claim,evidence,label
Perawatan untuk: COVID-19. Remdesivir adalah antivirus analog nukleotida yang sedang dikembangkan sebagai pengobatan untuk COVID-19.,"Saat ini, belum ada vaksin atau agen terapi yang terbukti efektif melawan virus ini.",CONTRADICT
Jumlah kematian akibat Covid-19 dapat dikurangi jika masyarakat memakai masker di tempat umum,"Ada kecenderungan penggunaan respirator N95 dalam mencegah infeksi virus pernapasan yang dikonfirmasi di laboratorium, infeksi saluran pernapasan yang dikonfirmasi di laboratorium, dan penyakit mirip influenza.",NEUTRAL
Kami belum mengetahui apakah BCG akan mengurangi keparahan COVID-19,vaksinasi BCG universal memiliki efek perlindungan terhadap perjalanan penyakit COVID-19 dan mungkin mencegah perkembangan penyakit parah dan kematian.,CONTRADICT
Vitamin C Melindungi Terhadap Virus Corona,"Beberapa nutrisi secara aktif terlibat dalam memfungsikan dan memperkuat sistem kekebalan tubuh manusia terhadap infeksi virus termasuk protein makanan, asam lemak omega-3, vitamin A, vitamin D, vitamin E, vitamin B1, vitamin B6, vitamin B12, vitamin C, zat besi, seng, dan selenium. Hanya sedikit penelitian yang dilakukan mengenai pengaruh komponen makanan terhadap pencegahan COVID-19, namun suplementasi dengan nutrisi ini mungkin efektif dalam meningkatkan status kesehatan pasien dengan infeksi virus.",CONTRADICT
"Jika sistem imun Anda lemah, cara terbaik untuk mencegah COVID-19 adalah dengan menghindari paparan virus ini.",Pengetahuan tentang mekanisme molekuler dari siklus virus dan kekebalan merupakan prasyarat penting untuk pengembangan strategi vaksinasi dan pengembangan obat yang efektif.,NEUTRAL
Cahaya tak kasat mata dapat membunuh virus dan patogen seperti penyebab COVID-19,"Ketika mencuci tangan dengan sabun dan air tidak tersedia, jumlah hand sanitizer yang cukup diperlukan untuk memastikan seluruh tangan tercakup di dalamnya, dan kepatuhan sangat penting untuk menjaga kebersihan tangan.",NEUTRAL
"Tidak ada bukti bahwa virus dapat menyebar ke manusia atau hewan lain melalui kulit, bulu, atau rambut hewan peliharaan.",Data eksperimental menunjukkan musang dan kucing sangat rentan terhadap SARS-CoV-2 karena terinfeksi melalui inokulasi virus dan dapat menularkan virus secara langsung atau tidak langsung melalui tetesan atau jalur udara.,CONTRADICT
kaum muda melanggar aturan penjarakan sosial demi meningkatnya kasus virus corona.,"Kami memperkirakan tingkat kematian akibat infeksi secara keseluruhan sebesar 1,29% (95% interval kredibel [CrI] 0,89 - 2,01), serta perbedaan yang besar berdasarkan usia, dengan tingkat kematian akibat infeksi yang rendah sebesar 0,05% untuk orang yang berusia di bawah 60 tahun (CrI 0-0,19) dan jauh lebih tinggi sebesar 4,25% (CrI 3,01-6,39) untuk orang yang berusia di atas 60 tahun.",NEUTRAL
Alasan penggunaan deksametason sebagai pengobatan yang mungkin untuk Covid-19 adalah karena virus tersebut dapat memicu peradangan dan respons imun yang tidak terkontrol dari tubuh Anda.,"deksametason mungkin berguna untuk jangka pendek pada pasien COVID-19 yang parah dan terintubasi, namun bisa sangat berbahaya selama masa pemulihan karena virus tidak hanya akan bertahan, namun tubuh akan dicegah untuk menghasilkan antibodi pelindung.",CONTRADICT
pembersih tangan dapat membantu membersihkan tangan Anda dari kuman yang tidak diinginkan.,"Saat ini belum ada vaksin untuk COVID-19, sehingga pemerintah dan lembaga kesehatan masyarakat tidak mempunyai pertahanan yang kuat terhadap virus ini selain memberikan nasihat atau menerapkan praktik terbaik untuk pencegahan penularan virus, yang mencakup mencuci tangan, menjaga jarak fisik, penggunaan penutup wajah, dan penggunaan disinfektan yang efektif.",NEUTRAL
masker bedah sangat membantu dalam mengurangi seberapa banyak virus yang disebarkan oleh orang yang sakit.,"Oleh karena itu, masuk akal untuk menyatakan bahwa penggunaan masker secara luas dan konsisten di masyarakat dapat mencegah penyebaran lebih lanjut Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).",SUPPORT
Deksametason tidak dapat meningkatkan kelangsungan hidup COVID-19,"Uji coba seperti SOLIDARITY dan RECOVERY sedang berlangsung, dan hasil pertama diumumkan mendukung terapi dengan deksametason dengan tren signifikan yang menunjukkan manfaat terbesar di antara pasien yang memerlukan ventilasi.",CONTRADICT
Penutupan akibat COVID-19 membuat prediksi cuaca menjadi lebih sulit,Suhu merupakan parameter paling berpengaruh yang dapat menurunkan pertumbuhan sebesar 13-17 kasus/hari dengan kenaikan suhu sebesar 1C.,NEUTRAL
Virus corona dibuat oleh manusia di laboratorium,"Hal ini memberikan bukti yang sangat mendukung hipotesis ilmiah bahwa kelelawar dan trenggiling kemungkinan merupakan inang virus COVID-19. Pada tingkat analisis genom secara keseluruhan, temuan kami juga menunjukkan bahwa kelelawar lebih mungkin menjadi inang virus COVID-19 dibandingkan trenggiling.",CONTRADICT
"Pasien dengan riwayat transplantasi sumsum tulang juga berisiko lebih tinggi, karena sistem kekebalan tubuh mereka akan tertekan dalam jangka panjang.","Berdasarkan percobaan pada hewan, dan telah memperoleh data tentang jenis virus corona lain dan asumsi yang masuk akal, dapat diasumsikan bahwa pasien serokonversi memiliki kekebalan dalam durasi terbatas dan risiko infeksi ulang yang sangat rendah.",NEUTRAL
"Vitamin B tidak hanya membantu membangun dan menjaga sistem kekebalan tubuh yang sehat, namun berpotensi mencegah atau mengurangi gejala COVID-19 atau mengobati infeksi SARS-CoV-2.","Kami mengidentifikasi total 17 pasien yang menerima vitamin C IV untuk COVID-19. Angka kematian rawat inap pada seri ini adalah 12% dengan angka intubasi dan ventilasi mekanis sebesar 17,6%. Kami mencatat penurunan signifikan pada penanda inflamasi, termasuk feritin dan D-dimer, dan kecenderungan penurunan kebutuhan FiO2, setelah pemberian vitamin C.",NEUTRAL
Berbagai penelitian baru-baru ini menemukan bahwa memiliki kadar Vitamin D yang lebih rendah dari 30ng/ml berarti kekurangan Vitamin D yang parah dan menempatkan seseorang pada risiko kematian yang lebih tinggi akibat kasus COVID-19.,Defisiensi vitamin D yang tidak ditangani secara memadai dikaitkan dengan risiko COVID-19.,SUPPORT
"Saat ini, Pusat Pengendalian dan Pencegahan Penyakit tidak percaya bahwa COVID-19 menyebar melalui makanan, namun lembaga tersebut terus menyelidiki virus baru ini.","Sindrom pernapasan akut parah virus corona 2 (SARS-CoV-2) mudah menular dari orang ke orang, sehingga memicu pandemi yang sedang berlangsung.",SUPPORT
Makrofag dewasa yang tinggal di jaringan diunggulkan sebelum lahir.,"Fagosit mononuklear, termasuk monosit, makrofag, dan sel dendritik, berkontribusi terhadap integritas jaringan serta pertahanan imun bawaan dan adaptif. Bukti yang muncul mengenai pembagian kerja menunjukkan bahwa manipulasi sel-sel ini dapat menghasilkan potensi terapeutik. Namun, ontogeni spesifik dari populasi individu dan keseluruhan organisasi fungsional jaringan seluler ini tidak terdefinisi dengan baik. Di sini kami melaporkan studi pemetaan nasib dari monosit murine dan kompartemen makrofag yang memanfaatkan ekspresi Cre recombinase yang didorong oleh promotor CX (3) CR1 yang konstitutif dan bersyarat. Kami telah menunjukkan bahwa populasi makrofag utama yang tinggal di jaringan, termasuk sel Kupffer hati dan makrofag alveolar paru, limpa, dan peritoneum, terbentuk sebelum kelahiran dan kemudian mempertahankan dirinya sendiri selama masa dewasa tanpa bergantung pada pengisian kembali oleh monosit darah. Lebih jauh lagi, kami telah menetapkan bahwa monosit Ly6C(+) yang berumur pendek merupakan prekursor wajib sel Ly6C(-) yang tinggal di darah dan bahwa kelimpahan monosit darah Ly6C(+) secara dinamis mengontrol umur sirkulasi keturunannya.",SUPPORT
"Ibuprofen adalah obat bebas yang digunakan orang untuk mengurangi rasa sakit, peradangan, dan demam","Karena demam mempunyai manfaat dalam memperpendek durasi penyakit akibat virus, masuk akal untuk berhipotesis bahwa kemanjuran antipiretik ibuprofen mungkin menghambat manfaat respons demam ketika dikonsumsi pada tahap awal penyakit COVID-19.",SUPPORT
Remisi diabetes lebih banyak terjadi pada orang yang diobati dengan terapi konvensional dibandingkan pada orang yang diobati dengan operasi pengikatan lambung yang dapat disesuaikan secara laparoskopi.,"KONTEKS Studi observasional menunjukkan bahwa penurunan berat badan yang diinduksi melalui pembedahan mungkin merupakan terapi yang efektif untuk diabetes tipe 2.   
 TUJUAN Untuk menentukan apakah penurunan berat badan yang diinduksi melalui pembedahan menghasilkan kontrol glikemik yang lebih baik dan lebih sedikit kebutuhan akan obat diabetes dibandingkan pendekatan konvensional terhadap penurunan berat badan dan pengendalian diabetes.   
 DESAIN, SETTING, DAN PESERTA Uji coba terkontrol secara acak dan tidak tersamar yang dilakukan dari bulan Desember 2002 hingga Desember 2006 di Pusat Penelitian Obesitas Universitas di Australia, dengan rekrutmen masyarakat umum untuk program pengobatan yang telah ditetapkan. Pesertanya adalah 60 pasien obesitas (BMI >30 dan <40) yang baru didiagnosis diabetes tipe 2 (<2 tahun).   
 INTERVENSI Terapi diabetes konvensional dengan fokus pada penurunan berat badan melalui perubahan gaya hidup vs terapi lambung yang dapat disesuaikan secara laparoskopi dengan perawatan diabetes konvensional.   
 TINDAKAN HASIL UTAMA Remisi diabetes tipe 2 (kadar glukosa puasa <126 mg/dL [7,0 mmol/L] dan nilai hemoglobin terglikasi [HbA1c] <6,2% saat tidak menjalani terapi glikemik). Pengukuran sekunder meliputi berat badan dan komponen sindrom metabolik. Analisis dilakukan dengan niat untuk mengobati.   
 HASIL Dari 60 pasien yang terdaftar, 55 (92%) menyelesaikan masa tindak lanjut 2 tahun. Remisi diabetes tipe 2 dicapai oleh 22 orang (73%) pada kelompok bedah dan 4 (13%) pada kelompok terapi konvensional. Risiko relatif remisi pada kelompok bedah adalah 5,5 (95% interval kepercayaan, 2,2-14,0). Kelompok terapi bedah dan konvensional kehilangan rata-rata (SD) masing-masing sebesar 20,7% (8,6%) dan 1,7% (5,2%) berat badan, dalam 2 tahun (P <0,001). Remisi diabetes tipe 2 berhubungan dengan penurunan berat badan (R2 = 0,46, P <0,001) dan kadar HbA1c awal yang lebih rendah (gabungan R2 = 0,52, P <0,001). Tidak ada komplikasi serius pada kedua kelompok.   
 KESIMPULAN Peserta yang diacak dan menjalani terapi bedah lebih mungkin mencapai remisi diabetes tipe 2 melalui penurunan berat badan yang lebih besar. Hasil-hasil ini perlu dikonfirmasi pada populasi yang lebih besar, lebih beragam, dan kemanjuran jangka panjang harus dinilai.   
 PENDAFTARAN UJI COBA actr.org Pengenal: ACTRN012605000159651.",CONTRADICT
Jam seluler dikaitkan dengan waktu mitosis pada sel NIH 3T3.,"Siklus sirkadian dan siklus sel merupakan dua proses periodik mendasar dengan jangka waktu berkisar 1 hari. Akibatnya, penggabungan antar siklus tersebut dapat menghasilkan sinkronisasi. Di sini, kami memperkirakan interaksi timbal balik antara kedua osilator dengan pencitraan time-lapse dari fibroblas NIH3T3 mamalia tunggal selama beberapa hari. Analisis ribuan siklus sirkadian dalam pembelahan sel dengan jelas menunjukkan bahwa kedua osilator berdetak dalam keadaan terkunci mode 1:1, dengan pembelahan sel terjadi erat 5 jam sebelum puncak ekspresi reporter Rev-Erbα-YFP sirkadian. Pada prinsipnya, sinkronisasi tersebut dapat disebabkan oleh kopling searah atau dua arah. Meskipun gerbang pembelahan sel melalui siklus sirkadian paling banyak dipelajari, data kami dikombinasikan dengan pemodelan stokastik dengan jelas menunjukkan bahwa kopling terbalik dominan pada sel NIH3T3. Selain itu, gangguan suhu, genetik, dan farmakologis menunjukkan bahwa dua osilator seluler yang berinteraksi mengadopsi keadaan tersinkronisasi yang sangat kuat pada berbagai parameter. Temuan ini mempunyai implikasi terhadap fungsi sirkadian pada jaringan proliferasi, termasuk epidermis, sel kekebalan, dan kanker.",SUPPORT
Kadar Vitamin D yang Tepat Dapat Mengurangi Komplikasi Virus Corona,"Beberapa penelitian menunjukkan peran vitamin D dalam mengurangi risiko infeksi saluran pernafasan akut dan pneumonia. Ini termasuk penghambatan langsung dengan replikasi virus atau dengan cara anti-inflamasi atau imunomodulator. Dalam meta-analisis, suplementasi vitamin D terbukti aman dan efektif melawan infeksi saluran pernafasan akut. Oleh karena itu, orang-orang yang berisiko lebih tinggi mengalami kekurangan vitamin D selama pandemi global ini harus mempertimbangkan untuk mengonsumsi suplemen vitamin D untuk menjaga sirkulasi 25(OH)D pada tingkat optimal (75-125nmol/L).",SUPPORT
"masker bedah merupakan penghalang yang efektif dalam mencegah orang mengeluarkan partikel menular, setidaknya dari segi kuantitas.","Respirator seperti masker filtering face piece (FFP) 2 dirancang untuk melindungi petugas kesehatan, sedangkan masker bedah pada awalnya dimaksudkan untuk melindungi pasien (misalnya, selama operasi).",SUPPORT
BCG telah mengurangi keparahan COVID-19,"Jika vaksinasi BCG memberikan perlindungan non-spesifik terhadap COVID-19, maka pemberian vaksinasi tersebut dapat membantu dalam mengendalikan penularan COVID-19 dan penyakit menular lainnya selama pandemi di masa depan.",NEUTRAL
tidak ada resiko tertular bahan makanan dan paket yang telah kami kirimkan,"Kami melaporkan di sini bahwa virus corona 229E yang bersifat patogen pada manusia tetap menular dalam model kultur sel paru-paru manusia setelah setidaknya 5 hari bertahan pada berbagai bahan permukaan nonbiosidal yang umum, termasuk polytetrafluoroethylene (Teflon; PTFE), polivinil klorida (PVC), ubin keramik, kaca, karet silikon, dan baja tahan karat.",CONTRADICT
hipertensi tampaknya tidak meningkatkan risiko penyakit yang lebih serius pada pasien Covid-19.,hipertensi mungkin merupakan faktor risiko independen untuk semua penyebab kematian pada pasien COVID-19. Pasien yang sebelumnya menggunakan inhibitor RAAS mungkin memiliki prognosis yang lebih baik.,CONTRADICT
Penggunaan ARB tidak dikaitkan dengan rendahnya risiko rawat inap akibat COVID-19 pada kedua kelompok.,Bukti yang ada saat ini tidak mengkonfirmasi kekhawatiran bahwa paparan ACEI/ARB berbahaya bagi pasien yang terinfeksi COVID-19. Penelitian ini mendukung pedoman yang ada saat ini yang melarang penghentian ACEI atau ARB pada pasien COVID-19 dan situasi pandemi COVID-19.,SUPPORT
Sinar UV di Pesawat Dapat Mencegah Penyebaran Virus Corona,"Berdasarkan mekanisme yang dijelaskan sebelumnya, hipotesis kami adalah bahwa cahaya dapat mengurangi tingkat kematian akibat COVID-19.",CONTRADICT
Uji coba obat deksametason menunjukkan bahwa obat tersebut mungkin merupakan pengobatan pertama yang terbukti dapat menyelamatkan nyawa pasien Covid-19.,"Dexamethasone menduduki peringkat teratas dalam prediksi tersebut, yang merupakan obat pertama yang dilaporkan mampu mengurangi angka kematian pasien COVID-19 yang menerima bantuan pernapasan secara signifikan.",SUPPORT
pasien kanker sangat rentan terhadap COVID-19.,"Strategi desentralisasi tidak cukup jika digunakan sendiri, namun akan memberikan hasil terbaik jika dipadukan dengan strategi terpusat. Memang benar, (C+D) adalah strategi isolasi yang paling efisien dalam memitigasi superspreader jaringan dan mengurangi derajat node tertinggi menjadi kurang dari 10% dari nilai awalnya.",NEUTRAL
Social Distancing berarti menjaga jarak antar orang cukup jauh sehingga mereka tidak dapat menyebarkan virus corona,Diskusi: Gabungan langkah-langkah pembatasan sosial yang diterapkan oleh otoritas Yunani dalam beberapa minggu pertama setelah kasus virus pertama yang terkonfirmasi mengurangi tingkat pertumbuhan COVID-19.,SUPPORT
mereka yang memiliki sistem kekebalan tubuh yang lemah mungkin berisiko lebih tinggi terkena penyakit parah akibat COVID-19.,penelitian menunjukkan bahwa penyakit yang diakibatkannya (COVID-19) lebih parah terjadi pada individu dengan sistem kekebalan yang lemah.,SUPPORT
Praktik penjarakan sosial berarti sebisa mungkin tinggal di rumah dan menjauhi orang lain untuk membantu mencegah penyebaran COVID-19.,"Strategi desentralisasi tidak cukup jika digunakan sendiri, namun akan memberikan hasil terbaik jika dipadukan dengan strategi terpusat. Memang benar, (C+D) adalah strategi isolasi yang paling efisien dalam memitigasi superspreader jaringan dan mengurangi derajat node tertinggi menjadi kurang dari 10% dari nilai awalnya.",SUPPORT
"Bagi sebagian orang, pembersih tangan adalah kunci untuk menghindari penyakit menular, sementara sebagian lainnya menganggap hal itu tidak diperlukan atau tidak efektif.","Dengan mengekstrapolasi efektivitas pembersih tangan pada virus yang strukturnya mirip dengan SARS-CoV-2, virus ini seharusnya dapat dinonaktifkan secara efektif dengan produk kebersihan tangan yang ada saat ini.",SUPPORT
"Pembersih tangan dapat membantu melindungi Anda dari virus corona, namun hal ini tidak boleh dianggap sebagai garis pertahanan pertama Anda terhadap COVID-19.","Indeks India masih sangat rendah (161) sejauh ini, terutama karena penerapan awal lockdown, penjarakan sosial, dan sanitasi tangan.",SUPPORT
Sinar matahari berdampak besar pada pembusukan virus corona,"Temuan kami mengenai kontaminasi RNA virus yang luas pada permukaan dan udara di berbagai rangkaian layanan kesehatan akut tanpa adanya virus yang dibudidayakan menggarisbawahi potensi risiko kontaminasi permukaan dan udara dalam penanganan COVID-19, dan perlunya penggunaan APD yang efektif, pembatasan sosial, dan kebersihan tangan/permukaan.",NEUTRAL
favipiravir Melindungi Terhadap Virus Corona,"Dalam penelitian awal, obat antivirus remdesivir dan favipiravir yang ditargetkan tampaknya bermanfaat bagi pasien dengan mengurangi replikasi virus; uji klinis menunjukkan bahwa remdesivir mempercepat pemulihan dari COVID-19.",SUPPORT
Satu dari lima uji coba bedah terkontrol secara acak dihentikan lebih awal.,"Penggantian mitokondria melalui transfer inti antara oosit dari dua wanita berbeda baru-baru ini muncul sebagai strategi untuk mencegah pewarisan penyakit mtDNA. Meskipun percobaan pada oosit manusia telah menunjukkan penggantian yang efektif, konsekuensi dari sejumlah kecil mtDNA yang terbawa masih belum diteliti secara memadai. Dengan menggunakan garis sel induk pengganti mitokondria manusia, kami menunjukkan bahwa, meskipun rendahnya tingkat heteroplasmi yang dimasukkan ke dalam oosit manusia melalui carryover mitokondria selama transfer nuklir sering kali hilang, hal ini terkadang dapat mengakibatkan penyimpangan genotipe mtDNA dan pengembalian ke genotipe asli. Perbandingan sel dengan DNA inti turunan oosit yang identik tetapi mtDNA berbeda menunjukkan bahwa genotipe mtDNA kompatibel dengan nukleus dan penyimpangan tersebut tidak bergantung pada fungsi mitokondria. Jadi, meskipun penggantian fungsional genom mitokondria dimungkinkan, bahkan tingkat heteroplasma yang rendah dapat mempengaruhi stabilitas genotipe mtDNA dan mengganggu kemanjuran penggantian mitokondria.",NEUTRAL
"Karena virus ini mudah menyebar, banyak yang terpaksa memakai masker untuk melindungi diri mereka, karena virus ini menular melalui kontak manusia dan paparan tetesan pernapasan dari orang yang terinfeksi.",dan 3) memberikan anjuran agar masyarakat memakai masker selama pandemi COVID-19 sesuai dengan konteks lokal.,SUPPORT
"Dalam melacak COVID-19, penyakit yang disebabkan oleh virus corona baru, laporan awal menunjukkan bahwa kaum muda lebih cenderung memiliki kasus penyakit yang lebih ringan.","Angka kematian di tingkat populasi akibat COVID-19 (per 100.000 orang-tahun) meningkat seiring bertambahnya usia: dari 0,1 kematian pada kelompok usia 30-39 tahun menjadi 9,5 kematian pada kelompok usia 80 tahun.",SUPPORT
masker bedah dan respirator N95 sebaiknya disimpan untuk petugas kesehatan karena lebih efektif dalam mencegah Covid-19,"Namun, masker saja mungkin tidak bisa memperlambat pandemi COVID-19 kecuali jika dibarengi dengan penjarakan sosial yang memadai, kebersihan tangan yang rajin, dan tindakan pencegahan lain yang terbukti.",NEUTRAL
"Paru-paru: Karena COVID-19 adalah penyakit pernapasan, penyakit ini terutama menyerang paru-paru sebagian besar pasien.","Karena penularan virus terjadi melalui tetesan yang dikeluarkan saat batuk atau bersin, paru-parulah yang paling terkena dampaknya.",SUPPORT
mengonsumsi vitamin D akan mengurangi rawat inap akibat COVID-19,Defisiensi vitamin D yang tidak ditangani secara memadai dikaitkan dengan risiko COVID-19.,SUPPORT
"Meskipun hingga saat ini Covid19 dianggap berasal dari kelelawar (96,2% identitas urutan genom keseluruhan) (1), jenis hewan perantara yang menyebabkan penularan ke manusia masih belum diketahui (2-4)","Namun, sumber dan rutinitas penularan SARSCoV2 masih sulit dipahami (1).",NEUTRAL
"Namun sebelum kita memahami lebih lanjut tentang siapa pembawa COVID-19, tujuan penggunaan masker adalah untuk melindungi orang lain dari tetesan pernapasan Anda sendiri. Dan masker apa pun lebih baik daripada tanpa masker.",Partisi masker bedah mengurangi risiko penularan non-kontak pada model hamster emas Suriah untuk Penyakit Virus Corona 2019 (COVID-19),SUPPORT
"Meskipun suplemen vitamin C dianggap aman, menurut CDC, mudah untuk mengonsumsi semua vitamin C yang Anda butuhkan melalui makanan.","Suplemen makanan belum dikaitkan dengan pencegahan COVID-19. Namun, suplementasi vitamin C dan D, serta seng dan selenium, dianggap berpotensi bermanfaat bagi individu yang menderita, atau berisiko, infeksi virus pernapasan, atau bagi mereka yang terdeteksi kekurangan nutrisi.",SUPPORT
Ada korelasi kuat antara kekurangan vitamin D yang parah dan angka kematian akibat pandemi virus corona (COVID-19).,"penyelidikan ekologi di 51 negara termasuk 408.748 peserta, analisis menunjukkan tidak ada korelasi antara kadar vitamin D dan tingkat pemulihan (r= 0,041) serta tingkat kematian (r=-0,073) secara global.",CONTRADICT
"baik di AS maupun global, bahwa kebijakan penjarakan sosial menyebabkan penurunan mobilitas masyarakat.",pembatasan sosial dan telah memperlambat penyebaran COVID-19.,SUPPORT
"Masker wajah (semua jenis dibingungkan, dan dipakai baik oleh orang sehat maupun orang sakit) dapat mengurangi laju pertumbuhan harian infeksi COVID-19","Kami membuat 3 pengamatan utama: 1. Masker, meskipun efektivitasnya kurang optimal dalam mencegah penularan dan penularan infeksi, dapat menurunkan angka reproduksi COVID-19 secara signifikan jika digunakan secara luas. 2. Penggunaan masker secara luas mungkin cukup untuk menekan epidemi jika R telah mendekati 1 melalui tindakan lain (misalnya menjaga jarak). 3. Keanekaragaman dalam populasi (kecenderungan interaksi antara individu bermasker lebih mungkin terjadi dibandingkan interaksi antara individu bermasker dan tidak bermasker) akan dengan cepat mengikis dampak penggunaan masker.",SUPPORT
"Banyak pasien rheumatoid arthritis yang menjalani pengobatan yang menekan sistem kekebalan tubuh, sehingga membuat mereka lebih rentan terhadap infeksi - namun obat-obatan tersebut juga dapat membantu melawan COVID-19","Dalam penelitian ini, kami mengumpulkan darah dari pasien COVID-19 yang baru-baru ini dinyatakan bebas virus dan oleh karena itu dipulangkan, dan menganalisis antibodi spesifik SARS-CoV-2 dan respons sel T mereka. Kami mengamati imunitas humoral dan seluler spesifik SARS-CoV-2 pada pasien. Keduanya terdeteksi pada pasien yang baru dipulangkan, menunjukkan bahwa keduanya berpartisipasi dalam perlindungan yang dimediasi kekebalan terhadap infeksi virus.",NEUTRAL
Anjing mungkin bisa menularkan virus corona ke manusia meski tidak menunjukkan gejala,"Sindrom pernapasan akut parah virus corona 2 (SARS-CoV-2)--virus yang menyebabkan penyakit virus corona (COVID-19)--telah terdeteksi pada anjing dan kucing peliharaan, sehingga meningkatkan kekhawatiran akan penularan dari, ke, atau di antara hewan-hewan tersebut. Saat ini tidak ada indikasi bahwa penularan dari kucing atau anjing ke manusia dapat terjadi, meskipun semakin banyak bukti yang menunjukkan hal sebaliknya.",CONTRADICT
"Deksametason, steroid yang murah dan tersedia secara luas, mungkin merupakan pengobatan yang baik untuk pasien dengan COVID-19 yang parah, tetapi tidak untuk kasus yang lebih ringan.","Hingga saat ini, belum ada terapi pasti untuk COVID-19.",CONTRADICT
"Pembatasan sosial penting bagi kita semua, namun kita yang berisiko lebih tinggi terkena komplikasi serius akibat COVID-19 harus sangat berhati-hati dalam menerapkan pembatasan sosial. Orang-orang yang berisiko tinggi mengalami komplikasi meliputi: Orang lanjut usia. Orang yang memiliki kondisi medis kronis yang serius seperti penyakit jantung, diabetes, dan penyakit paru-paru.",Kabupaten-kabupaten yang menerapkan kebijakan ini telah secara efektif meningkatkan pembatasan sosial dan memperlambat penyebaran COVID-19.,SUPPORT
Asal usul virus corona ditelusuri ke pasar hewan di Wuhan,"COVID19, yang tampaknya berasal dari Tiongkok pada bulan Desember 2019, telah menyebar ke seluruh dunia secara pandemi.",SUPPORT
"Orang-orang yang bekerja di layanan kesehatan melawan COVID-19 menunjukkan kelelahan kesehatan mental yang signifikan dan, oleh karena itu, mempunyai prevalensi gangguan mental yang tinggi selama pandemi COVID-19.","Dengan meningkatnya angka prevalensi COVID-19 dan pembatasan yang diakibatkannya, tingkat kecemasan juga meningkat; Oleh karena itu, meningkatkan kesadaran masyarakat terhadap penyakit dan memberikan program psikologis positif di media yang bertujuan untuk mengendalikan stres dapat mengurangi kecemasan di masyarakat.",SUPPORT
"Virus corona, yang menyebabkan penyakit pernapasan COVID-19, telah berubah menjadi pandemi global.","Kami mengidentifikasi virus corona musiman pada manusia, virus influenza, dan rhinovirus pada napas yang dihembuskan dan batuk pada anak-anak dan orang dewasa dengan penyakit pernapasan akut.",NEUTRAL
Pasien dengan COVID-19 yang parah mungkin memerlukan rawat inap selama 10 hari atau lebih di ICU dan ventilasi mekanis.,"Dalam situasi ini, sangat penting untuk memahami kemungkinan hasil dari pasien yang pulih dari COVID-19 dan menentukan apakah mereka mempunyai penyakit merugikan lainnya melalui analisis longitudinal untuk melindungi kehidupan mereka di masa depan.",NEUTRAL
masyarakat umum memakai masker kain untuk membantu mengurangi peluang setiap orang tertular COVID-19.,Hasil kami menunjukkan bahwa masker bedah dapat mencegah penularan virus corona dan virus influenza pada manusia dari individu yang memiliki gejala.,SUPPORT
Panel Pedoman Pengobatan COVID-19 (Panel) merekomendasikan untuk tidak menggunakan klorokuin atau hidroksiklorokuin dengan atau tanpa azitromisin untuk pengobatan COVID-19 pada pasien rawat inap (AI).,"hidroksiklorokuin dengan atau tanpa azitromisin menunjukkan manfaat dalam konversi SARS-CoV-2 positif ke negatif (rasio odds [OR], 1,95 [95% CI, 0,19 hingga 19,73] dan penurunan tingkat perkembangan (OR, 0,89 [95% CI, 0,58 hingga 1,37]), tetapi tanpa menunjukkan signifikansi statistik apa pun.",NEUTRAL
COVID-19 hanya menyerang paru-paru,"Di sini, kami meninjau secara menyeluruh berbagai organ termasuk paru-paru, saluran pencernaan, hati, ginjal, kulit, jantung, darah, limpa, kelenjar getah bening, otak, pembuluh darah, dan plasenta sehubungan dengan perubahan patologis terkait COVID-19.",CONTRADICT
Kepadatan sel pembawa reseptor sitokin mempengaruhi jarak kerja sitokin.,"Studi biologi terbaru menunjukkan pentingnya protein anterior-pharynx defect-1 (APH-1) dalam patogenesis penyakit Alzheimer (AD). Kami memindai gen APH-1 untuk mengetahui adanya variasi urutan dengan mendenaturasi kromatografi cair kinerja tinggi dan menganalisis distribusinya dalam sampel Italia yang terdiri dari 113 pasien AD dan 132 kontrol. Kami menemukan enam polimorfisme berbeda: tiga di antaranya, semuanya pada APH-1b, memprediksi substitusi asam amino (T27I, V199L, dan F217L); yang lainnya diam atau berada di wilayah non-coding. Tak satu pun dari penyakit tersebut berhubungan secara signifikan dengan penyakit ini; stratifikasi data berdasarkan status pembawa apolipoprotein E epsilon4 menunjukkan tren koeksistensi transversi c+651T>G (F217L) dengan alel epsilon4. Data kami menunjukkan bahwa polimorfisme di wilayah pengkodean APH-1a/b tidak terkait dengan risiko lebih tinggi untuk AD sporadis dalam sampel populasi Italia kami.",NEUTRAL
"Bisakah COVID-19 ditularkan melalui makanan? Sejauh ini, tidak ada bukti bahwa makanan kemungkinan besar menjadi sumber atau jalur penularan virus","Pertanian dan sektor pangan sangat penting bagi ketahanan pangan dan gizi karena sektor ini tidak hanya menghasilkan pangan namun juga berkontribusi terhadap pemberdayaan ekonomi dengan mempekerjakan sebagian besar pekerja perempuan dan laki-laki, terutama di negara-negara berkembang.",NEUTRAL
